year,trick_or_treating,gender,age,country,which_state_province_county_do_you_live_in,100_grand_bar,anonymous_brown_globs_that_come_in_black_and_orange_wrappers,any_full_sized_candy_bar,black_jacks,bonkers_the_candy,bonkers_the_board_game,bottle_caps,box_o_raisins,broken_glow_stick,butterfinger,cadbury_creme_eggs,candy_corn,candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants,caramellos,cash_or_other_forms_of_legal_tender,chardonnay,chick_o_sticks_we_don_t_know_what_that_is,chiclets,coffee_crisp,creepy_religious_comicschick_tracts,dental_paraphenalia,dots,dove_bars,fuzzy_peaches,generic_brand_acetaminophen,glow_sticks,goo_goo_clusters,good_n_plenty,gum_from_baseball_cards,gummy_bears_straight_up,hard_candy,healthy_fruit,heath_bar,hershey_s_dark_chocolate,hershey_s_milk_chocolate,hershey_s_kisses,hugs_actual_physical_hugs,jolly_rancher_bad_flavor,jolly_ranchers_good_flavor,joyjoy_mit_iodine!,junior_mints,senior_mints,kale_smoothie,kinder_happy_hippo,kit_kat,laffytaffy,lemonheads,licorice_not_black,licorice_yes_black,lindt_truffle,lollipops,mars,mary_janes,maynards,mike_and_ike,milk_duds,milky_way,regular_m&ms,peanut_m&m_s,blue_m&m_s,red_m&m_s,third_party_m&m_s,minibags_of_chips,mint_kisses,mint_juleps,mr_goodbar,necco_wafers,nerds,nestle_crunch,now_n_laters,peeps,pencils,person_of_interest_season_3_dvd_box_set_not_including_disc_4_with_hilarious_outtakes,pixy_stix,reese_s_peanut_butter_cups,reese_s_pieces,reggie_jackson_bar,rolos,skittles,smarties_american,smarties_commonwealth,snickers,sourpatch_kids_ie_abominations_of_nature,spotted_dick,starburst,sweet_tarts,swedish_fish,sweetums_a_friend_to_diabetes,tic_tacs,those_odd_marshmallow_circus_peanut_things,three_musketeers,tolberone_something_or_other,trail_mix,twix,vials_of_pure_high_fructose_corn_syrup_for_main_lining_into_your_vein,vicodin,whatchamacallit_bars,white_bread,whole_wheat_anything,york_peppermint_patties
2016-10-25T17:56:36Z,No,Male,29.0,USA,MA,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T17:59:05Z,No,Female,29.0,USA,Philadelphia Pa,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T18:09:56Z,Yes,Female,21.0,USA,FL,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,NA,NA,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,NA,JOY,JOY,DESPAIR,NA,JOY,JOY,MEH,JOY,JOY,MEH,NA,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH
2016-10-25T18:16:16Z,No,Female,24.0,Canada,British Columbia,NA,DESPAIR,JOY,NA,NA,NA,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,NA,JOY,JOY,NA,JOY,JOY,NA,MEH,JOY,MEH,JOY,NA,MEH,NA,NA,DESPAIR,JOY,JOY,MEH,NA,JOY,JOY,JOY,JOY,MEH,JOY,NA,MEH,NA,NA,NA,JOY,NA,JOY,MEH,DESPAIR,MEH,MEH,JOY,NA,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,NA,MEH,DESPAIR,JOY,JOY,NA,DESPAIR,MEH,NA,DESPAIR,JOY,MEH,NA,JOY,JOY,DESPAIR,JOY,MEH,JOY,NA,JOY,MEH,JOY,NA,MEH,DESPAIR,MEH,JOY,MEH,JOY,NA,NA,NA,NA,NA,MEH
2016-10-25T18:19:50Z,No,Female,58.0,Usa,Tx,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T18:20:33Z,No,Female,42.0,us,ny,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T18:22:02Z,No,Female,25.0,Canada,Québec,NA,MEH,JOY,NA,NA,NA,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,NA,MEH,JOY,DESPAIR,DESPAIR,NA,MEH,JOY,MEH,MEH,NA,NA,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,NA,JOY,MEH,DESPAIR,NA,MEH,JOY,NA,DESPAIR,DESPAIR,JOY,MEH,JOY,NA,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,NA,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,NA,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY
2016-10-25T18:28:15Z,Yes,Female,39.0,Us,Ny,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T18:36:20Z,No,Male,35.0,USA,VA,MEH,DESPAIR,JOY,MEH,NA,NA,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,NA,DESPAIR,DESPAIR,NA,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,NA,NA,NA,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,NA,NA,MEH,JOY,JOY,MEH,JOY,MEH,MEH,NA,NA,JOY,NA,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,NA,JOY,JOY,JOY,NA,JOY,JOY,NA,JOY,JOY,JOY,NA,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T18:37:32Z,No,Female,25.0,Canada,Ontario,NA,MEH,JOY,NA,NA,NA,NA,NA,NA,MEH,JOY,DESPAIR,DESPAIR,NA,JOY,NA,NA,DESPAIR,JOY,DESPAIR,DESPAIR,NA,NA,MEH,DESPAIR,JOY,NA,NA,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,NA,MEH,MEH,JOY,DESPAIR,JOY,NA,NA,NA,NA,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,NA,NA,NA,JOY,JOY,NA,NA,NA,NA,NA,MEH,JOY,NA,JOY,MEH,MEH,JOY,JOY,MEH,NA,MEH,NA,NA,NA,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,NA,NA,NA,NA,MEH,NA
2016-10-25T18:50:45Z,No,Male,43.0,USA,PA,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY
2016-10-25T18:59:58Z,Yes,Male,47.0,USA,Pennsylvania,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,NA,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR
2016-10-25T19:00:47Z,No,Female,32.0,USA,NA,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T19:04:26Z,No,Male,41.0,Canada,Ontario,NA,MEH,JOY,NA,NA,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,NA,JOY,MEH,NA,MEH,JOY,DESPAIR,MEH,NA,MEH,MEH,DESPAIR,DESPAIR,NA,NA,DESPAIR,MEH,JOY,MEH,NA,JOY,MEH,MEH,JOY,MEH,MEH,NA,MEH,DESPAIR,DESPAIR,NA,JOY,MEH,NA,JOY,JOY,MEH,MEH,MEH,NA,JOY,JOY,NA,MEH,MEH,MEH,MEH,MEH,MEH,MEH,NA,JOY,NA,NA,MEH,JOY,NA,MEH,MEH,MEH,MEH,JOY,MEH,NA,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,NA,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,MEH
2016-10-25T19:12:31Z,No,Male,63.0,USA,wa,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY
2016-10-25T19:16:04Z,No,Female,37.0,Canada,New Brunswick,NA,DESPAIR,JOY,NA,NA,NA,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,NA,JOY,JOY,NA,JOY,JOY,DESPAIR,DESPAIR,NA,JOY,JOY,DESPAIR,DESPAIR,NA,NA,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,NA,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,NA,NA,MEH,DESPAIR,JOY,MEH,JOY,NA,DESPAIR,DESPAIR,DESPAIR,NA,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,NA,JOY,NA,NA,JOY,JOY,NA,DESPAIR,MEH,NA,NA,JOY,MEH,NA,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,NA,DESPAIR,NA,NA,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,JOY
2016-10-25T19:17:47Z,No,Female,38.0,USA,PA,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T19:28:14Z,Yes,Female,38.0,USA,California,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,NA,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY
2016-10-25T19:33:55Z,No,Male,58.0,USA,California,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR
2016-10-25T19:34:46Z,No,Female,43.0,US,PA,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH
2016-10-25T19:45:39Z,No,Female,40.0,United States,NA,JOY,DESPAIR,JOY,NA,MEH,NA,JOY,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,NA,MEH,NA,NA,NA,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,NA,JOY,JOY,MEH,DESPAIR,JOY,NA,NA,NA,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-25T19:47:34Z,No,Female,42.0,United States,Florida,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY
2016-10-25T19:51:56Z,No,Male,22.0,USA,Massachusetts,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY
2016-10-25T20:00:42Z,No,Female,56.0,US,Tx,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,NA,NA,NA,MEH,JOY,NA,NA,NA,JOY,NA,NA,JOY,MEH,DESPAIR,JOY,NA,MEH,MEH,JOY,DESPAIR,DESPAIR,NA,NA,NA,NA,NA,JOY,JOY,NA,NA,NA,JOY,NA,NA,NA,NA,NA,JOY,JOY,JOY,NA,NA,NA,NA,NA,NA,JOY,NA,MEH,JOY,JOY,NA,MEH,NA,NA,JOY,MEH,NA,NA,JOY,JOY,JOY,NA,JOY,NA,NA,NA,MEH,JOY,NA,NA,NA,JOY,JOY,NA,JOY,NA,NA,NA,NA,NA,MEH
2016-10-25T20:04:02Z,No,Male,50.0,USA,TEXAS,MEH,DESPAIR,MEH,DESPAIR,MEH,NA,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,NA,NA,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,NA,JOY,MEH,DESPAIR,JOY,JOY,MEH,NA,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY
2016-10-25T20:24:00Z,No,Male,38.0,US,California,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
